BMP	SILVA	0.9778724635	0.8968279071	0.93559838	0.992683134	0.9412552487	0.9662853983	0.962643346	0.9119651491	0.9363733213	0.9787424896	0.9422949979	0.9601164694	5	3	4	6	5	5	0.33	0.67	0.50	0.17	0.33	0.33	0.25	0.50	0.42
kraken	MiniKraken DB	1	0.90751	0.951512705	1	0.9654	0.9823954411	1	0.90751	0.951512705	1	0.9654	0.9823954411	1	4	1	2	2	2	1.00	0.50	1.00	0.83	0.83	0.83	0.92	0.67	0.92
mothur	SILVA	0.9706768072	0.8428684229	0.90226901	0.9765859995	0.8751135842	0.9230694674																					
mothur	Greengenes	0.9742041536	0.9290668962	0.9511002958	0.9780885881	0.9323764216	0.9546856217	0.9724404804	0.8859676596	0.9266846529	0.9773372938	0.9037450029	0.9388775446	4	5	5	7	6	6	0.50	0.33	0.33	0.00	0.17	0.17	0.25	0.25	0.25
One Codex	RefSeq 65	0.9925309704	0.9408038511	0.9659754212	1	0.97192	0.9857600714																					
One Codex	One Codex 28k	0.9920211559	0.8802380737	0.9327926149	1	0.89699	0.945698185																					
One Codex	SILVA	1	0.32436	0.4898366003	1	0.62338	0.7680025626	0.9948507088	0.7151339749	0.7962015455	1	0.8307633333	0.899820273	2	6	6	2	7	7	0.83	0.17	0.17	0.83	0.00	0.00	0.83	0.08	0.08
QIIME UCLUST	Greengenes	0.9484859106	0.9385076195	0.9434703828	0.9783440296	0.947858492	0.9628600172																					
QIIME UCLUST	SILVA	0.9706988929	0.9255874674	0.9476065943	0.9897185097	0.979220753	0.984441646	0.9595924018	0.9320475435	0.9455384886	0.9840312697	0.9635396225	0.9736508316	6	1	2	5	3	3	0.17	1.00	0.83	0.33	0.67	0.67	0.25	0.83	0.75
QIIME SortMeRna SUMACLUST	SILVA	0.9703219816	0.9020808714	0.9349578776	0.9927604758	0.9513850429	0.971632482																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9460541665	0.9488863356	0.9474681346	0.9780993893	0.9370360917	0.957127512	0.9581880741	0.9254836035	0.9412130061	0.9854299326	0.9442105673	0.964379997	7	2	3	4	4	4	0.00	0.83	0.67	0.50	0.50	0.50	0.25	0.67	0.58
CLARK	RefSeq Bacteria	0.9885605494	0.6118110316	0.755839777	1	0.97185	0.9857240662	0.9885605494	0.6118110316	0.755839777	1	0.97185	0.9857240662	3	7	7	2	1	1	0.67	0.00	0.00	0.83	1.00	1.00	0.75	0.50	0.50
																												
																												
Family level;no error simulation;MC;100000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9869984722	0.9749523964	0.9809384538	0.9918907124	0.9851715204	0.9885196986																					
BMP	SILVA	0.9939441539	0.9674693705	0.9805280865	0.9969242638	0.985084807	0.9909691741	0.9904713131	0.9712108835	0.9807332702	0.9944074881	0.9851281637	0.9897444364	5	4	4	6	5	5	0.33	0.50	0.50	0.17	0.33	0.33	0.25	0.42	0.42
kraken	MiniKraken DB	1	0.97369	0.9866696391	1	0.98969	0.9948182883	1	0.97369	0.9866696391	1	0.98969	0.9948182883	1	3	1	2	3	2	1.00	0.67	1.00	0.83	0.67	0.83	0.92	0.67	0.92
mothur	SILVA	0.9929859509	0.9534888403	0.9728366656	0.993926432	0.9629733944	0.9782051151																					
mothur	Greengenes	0.9942556443	0.9747284795	0.9843952328	0.9938847599	0.9793965855	0.9865874854	0.9936207976	0.9641086599	0.9786159492	0.993905596	0.97118499	0.9823963003	4	5	5	7	6	6	0.50	0.33	0.33	0.00	0.17	0.17	0.25	0.25	0.25
One Codex	RefSeq 65	0.9981089297	0.9835393833	0.9907705971	1	0.9918	0.9958831208																					
One Codex	One Codex 28k	0.9980741354	0.9657362695	0.9816389503	1	0.96927	0.9843952328																					
One Codex	SILVA	1	0.49282	0.6602537479	1	0.89006	0.9418325344	0.9987276884	0.8140318843	0.8775544318	1	0.9503766667	0.9740369627	2	6	6	2	7	7	0.83	0.17	0.17	0.83	0.00	0.00	0.83	0.08	0.08
QIIME UCLUST	Greengenes	0.9821252753	0.9849245208	0.9835229063	0.9940626015	0.9851933813	0.9896081195																					
QIIME UCLUST	SILVA	0.9943531094	0.9791848925	0.986710711	0.9968920047	0.9941920534	0.9955401985	0.9882391924	0.9820547067	0.9851168087	0.9954773031	0.9896927174	0.992574159	6	2	3	4	2	3	0.17	0.83	0.67	0.50	0.83	0.67	0.33	0.83	0.67
QIIME SortMeRna SUMACLUST	SILVA	0.9903817743	0.9812934098	0.9858166458	0.9957796512	0.9880200436	0.9918846716																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9850328547	0.9859526613	0.9854925434	0.9940802056	0.9881406226	0.9911015154	0.9877073145	0.9836230356	0.9856545946	0.9949299284	0.9880803331	0.9914930935	7	1	2	5	4	4	0.00	1.00	0.83	0.33	0.50	0.50	0.17	0.75	0.67
CLARK	RefSeq Bacteria	0.9967830644	0.5774039714	0.7312301358	1	0.99212	0.996044415	0.9967830644	0.5774039714	0.7312301358	1	0.99212	0.996044415	3	7	7	2	1	1	0.67	0.00	0.00	0.83	1.00	1.00	0.75	0.50	0.50
																												
																												
Family level;no error simulation;HC;100000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9271481523	0.8826913617	0.90437374	0.9474784002	0.9197259036	0.9333959074																					
BMP	SILVA	0.9710170447	0.848130338	0.9054230813	0.9844445648	0.9220303559	0.9522158016	0.9490825985	0.8654108499	0.9048984107	0.9659614825	0.9208781298	0.9428058545	5	5	5	7	5	5	0.33	0.33	0.33	0.00	0.33	0.33	0.17	0.33	0.33
kraken	MiniKraken DB	1	0.8683	0.929508109	1	0.95163	0.975215589	1	0.8683	0.929508109	1	0.95163	0.975215589	1	4	2	2	2	2	1.00	0.50	0.83	0.83	0.83	0.83	0.92	0.67	0.83
mothur	SILVA	0.9558582758	0.7740007665	0.8553703163	0.9652464333	0.8212564863	0.8874487531																					
mothur	Greengenes	0.9681862291	0.9040724914	0.9350316029	0.9673707388	0.9008665547	0.9329349624	0.9620222525	0.839036629	0.8952009596	0.9663085861	0.8610615205	0.9101918578	4	6	6	6	6	6	0.50	0.17	0.17	0.17	0.17	0.17	0.33	0.17	0.17
One Codex	RefSeq 65	0.9894734546	0.9159186146	0.9512762967	1	0.9615	0.9803721642																					
One Codex	One Codex 28k	0.9883631189	0.8275963043	0.9008633718	1	0.85571	0.9222453939																					
One Codex	SILVA	1	0.46102	0.6310933457	1	0.46946	0.6389558069	0.9926121912	0.734844973	0.8277443381	1	0.7622233333	0.8471911217	2	7	7	2	7	7	0.83	0.00	0.00	0.83	0.00	0.00	0.83	0.00	0.00
QIIME UCLUST	Greengenes	0.9154321254	0.9198420276	0.9176317783	0.9690823752	0.9268182193	0.9474792127																					
QIIME UCLUST	SILVA	0.9580957998	0.9122947495	0.9346344997	0.984946458	0.9707726968	0.9778082164	0.9367639626	0.9160683886	0.926133139	0.9770144166	0.9487954581	0.9626437146	7	1	3	4	3	3	0.00	1.00	0.67	0.50	0.67	0.67	0.25	0.83	0.67
QIIME SortMeRna SUMACLUST	SILVA	0.9549356474	0.8480426824	0.8983204896	0.9792650445	0.9412214675	0.9598664469																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9308911772	0.9162563681	0.9235157974	0.969535609	0.941046866	0.9550788393	0.9429134123	0.8821495253	0.9109181435	0.9744003268	0.9411341668	0.9574726431	6	2	4	5	4	4	0.17	0.83	0.50	0.33	0.50	0.50	0.25	0.67	0.50
CLARK	RefSeq Bacteria	0.9890111141	0.8769727874	0.9296284205	1	0.96165	0.9804501313	0.9890111141	0.8769727874	0.9296284205	1	0.96165	0.9804501313	3	3	1	2	1	1	0.67	0.67	1.00	0.83	1.00	1.00	0.75	0.83	1.00
																												
																												
Genus level;no error simulation;LC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8441245007	0.4385782851	0.5772415559	0.5213332657	0.6601991648	0.5826057376																					
BMP	SILVA	0.9036379216	0.4881538526	0.6338797814	0.8635885293	0.5727122045	0.6886965644	0.8738812112	0.4633660689	0.6055606687	0.6924608975	0.6164556847	0.635651151	5	5	6	7	7	7	0.33	0.33	0.17	0.00	0.00	0.00	0.17	0.17	0.08
kraken	MiniKraken DB	1	0.55912	0.7172251013	0.9851125938	0.9586089356	0.9716800691	1	0.55912	0.7172251013	0.9851125938	0.9586089356	0.9716800691	1	3	2	2	2	2	1.00	0.67	0.83	0.83	0.83	0.83	0.92	0.75	0.83
mothur	SILVA	0.9179526749	0.4453271222	0.5997143417	0.9249313396	0.5048301133	0.6531623747																					
mothur	Greengenes	0.5346159119	0.7896193305	0.6375650563	0.5683707766	0.8433070866	0.6790658354	0.7262842934	0.6174732264	0.618639699	0.7466510581	0.6740686	0.6661141051	7	1	4	4	4	4	0.00	1.00	0.50	0.50	0.50	0.50	0.25	0.75	0.50
One Codex	RefSeq 65	0.9885837302	0.6104330312	0.7547940429	0.9853177051	0.9722030597	0.9787164508																					
One Codex	One Codex 28k	0.9873344431	0.5495266868	0.7060711143	0.9922505212	0.881831729	0.9337882503																					
One Codex	SILVA	0.9788547413	0.3000523371	0.4593103873	1	0.28564	0.4443545627	0.9849243049	0.486670685	0.6400585148	0.9925227421	0.7132249296	0.7856197546	2	4	3	1	3	3	0.83	0.50	0.67	1.00	0.67	0.67	0.92	0.58	0.67
QIIME UCLUST	Greengenes	0.865073967	0.4345876223	0.578535892	0.5447068853	0.6822435777	0.6057665496																					
QIIME UCLUST	SILVA	0.9346613546	0.4851116625	0.6387149469	0.8649974516	0.5933744155	0.7038909195	0.8998676608	0.4598496424	0.6086254195	0.7048521685	0.6378089966	0.6548287346	4	7	5	5	6	6	0.50	0.00	0.33	0.33	0.17	0.17	0.42	0.08	0.25
QIIME SortMeRna SUMACLUST	SILVA	0.8996466962	0.5057257553	0.6474789007	0.8588338448	0.6028752308	0.7084441919																					
QIIME SortMeRna SUMACLUST	Greengenes	0.8402717297	0.4164724165	0.5569152621	0.5372384128	0.7206482982	0.6155720456	0.869959213	0.4610990859	0.6021970814	0.6980361288	0.6617617645	0.6620081188	6	6	7	6	5	5	0.17	0.17	0.00	0.17	0.33	0.33	0.17	0.25	0.17
CLARK	RefSeq Bacteria	0.9563392107	0.6087403388	0.7439395081	0.9727740078	0.9718547128	0.972314143	0.9563392107	0.6087403388	0.7439395081	0.9727740078	0.9718547128	0.972314143	3	2	1	3	1	1	0.67	0.83	1.00	0.67	1.00	1.00	0.67	0.92	1.00
																												
																												
Genus level;no error simulation;MC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9605914972	0.53100094	0.6839334597	0.7378082192	0.365086538	0.4884670032																					
BMP	SILVA	0.9749726377	0.5419150748	0.6966268703	0.8538594575	0.8610307954	0.8574301319	0.9677820675	0.5364580074	0.690280165	0.7958338384	0.6130586667	0.6729485676	6	7	7	4	5	7	0.17	0.00	0.00	0.50	0.33	0.00	0.33	0.17	0.00
kraken	MiniKraken DB	1	0.56356	0.7208677633	0.9963153419	0.987835722	0.9920574124	1	0.56356	0.7208677633	0.9963153419	0.987835722	0.9920574124	1	5	4	2	2	1	1.00	0.33	0.50	0.83	0.83	1.00	0.92	0.58	0.75
mothur	SILVA	0.976831421	0.5380190399	0.6938690212	0.9784680294	0.5444867228	0.6996437024																					
mothur	Greengenes	0.5585267616	0.9361776169	0.6996437024	0.5625898689	0.9540862537	0.7078099964	0.7676790913	0.7370983284	0.6967563618	0.7705289492	0.7492864883	0.7037268494	7	2	6	7	4	4	0.00	0.83	0.17	0.00	0.50	0.50	0.00	0.67	0.33
One Codex	RefSeq 65	0.996899118	0.5797235023	0.7331188081	0.9963278318	0.9912079971	0.9937613202																					
One Codex	One Codex 28k	0.9968003413	0.5617711881	0.7185730029	0.9982594281	0.9651414376	0.9814211213																					
One Codex	SILVA	0.9956994482	0.4918827915	0.6584744171	1	0.47928	0.6479909145	0.9964663025	0.5444591606	0.7033887427	0.9981957533	0.8118764782	0.8743911187	2	6	5	1	3	3	0.83	0.17	0.33	1.00	0.67	0.67	0.92	0.42	0.50
QIIME UCLUST	Greengenes	0.9701435925	0.7322998896	0.8346074958	0.6009703742	0.4176885346	0.4928409947																					
QIIME UCLUST	SILVA	0.9848198369	0.7374893806	0.84339579	0.9690324569	0.7734147641	0.8602429962	0.9774817147	0.7348946351	0.8390016429	0.7850014156	0.5955516494	0.6765419955	4	3	2	6	6	6	0.50	0.67	0.83	0.17	0.17	0.17	0.33	0.42	0.50
QIIME SortMeRna SUMACLUST	SILVA	0.977769445	0.74244458	0.8440108201	0.972724455	0.7694508009	0.8592288387																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9687550766	0.7325062441	0.8342270926	0.6000731797	0.4197594062	0.4939759036	0.9732622608	0.7374754121	0.8391189564	0.7863988174	0.5946051036	0.6766023712	5	1	1	5	7	5	0.33	1.00	1.00	0.33	0.00	0.33	0.33	0.50	0.67
CLARK	RefSeq Bacteria	0.9868059373	0.5788455337	0.7296747967	0.9927767241	0.9911768261	0.99197613	0.9868059373	0.5788455337	0.7296747967	0.9927767241	0.9911768261	0.99197613	3	4	3	3	1	2	0.67	0.50	0.67	0.67	1.00	0.83	0.67	0.75	0.75
																												
																												
Genus level;no error simulation;HC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8453195001	0.6408652127	0.7290289781	0.8275429289	0.6600536925	0.7343694629																					
BMP	SILVA	0.9093100992	0.7108160206	0.7979035438	0.8643140921	0.8368556818	0.8503632852	0.8773147997	0.6758406167	0.763466261	0.8459285105	0.7484546872	0.7923663741	4	5	5	7	6	7	0.50	0.33	0.33	0.00	0.17	0.00	0.25	0.25	0.17
kraken	MiniKraken DB	1	0.79292	0.8845012605	0.9777116121	0.9391240399	0.9580294252	1	0.79292	0.8845012605	0.9777116121	0.9391240399	0.9580294252	1	2	2	2	2	2	1.00	0.83	0.83	0.83	0.83	0.83	0.92	0.83	0.83
mothur	SILVA	0.9053338883	0.6504186603	0.7569919204	0.9205695017	0.7313743834	0.8151377995																					
mothur	Greengenes	0.8210986391	0.7725955697	0.7961090244	0.8324047858	0.8545710267	0.8433422782	0.8632162637	0.711507115	0.7765504724	0.8764871438	0.7929727051	0.8292400389	6	3	4	4	3	3	0.17	0.67	0.50	0.50	0.67	0.67	0.33	0.67	0.58
One Codex	RefSeq 65	0.989243852	0.8689735928	0.9252165689	0.978176669	0.9595930708	0.9687957597																					
One Codex	One Codex 28k	0.9880636605	0.7821206493	0.8731124634	0.9878235126	0.8360072742	0.9055967781																					
One Codex	SILVA	0.976076555	0.4287793048	0.5958211638	1	0.40576	0.5772820396	0.9844613558	0.6932911823	0.7980500654	0.9886667272	0.7337867817	0.8172248591	2	4	3	1	7	5	0.83	0.50	0.67	1.00	0.00	0.33	0.92	0.25	0.50
QIIME UCLUST	Greengenes	0.7874682472	0.6569343066	0.7163029525	0.8551050639	0.6970794758	0.7680480954																					
QIIME UCLUST	SILVA	0.9515185921	0.6941522405	0.8027106631	0.8553534813	0.8820501034	0.8684966847	0.8694934197	0.6755432736	0.7595068078	0.8552292726	0.7895647896	0.8182723901	5	6	6	6	4	4	0.33	0.17	0.17	0.17	0.50	0.50	0.25	0.33	0.33
QIIME SortMeRna SUMACLUST	SILVA	0.9007637844	0.6958225668	0.7851398304	0.8577830082	0.8670052155	0.8623694569																					
QIIME SortMeRna SUMACLUST	Greengenes	0.7949895373	0.6369394123	0.7072420301	0.8540540541	0.6847772664	0.7601051431	0.8478766609	0.6663809896	0.7461909303	0.8559185312	0.775891241	0.8112373	7	7	7	5	5	6	0.00	0.00	0.00	0.33	0.33	0.17	0.17	0.17	0.08
CLARK	RefSeq Bacteria	0.9577362267	0.8745793694	0.9142708243	0.9581858315	0.9587847975	0.9584852209	0.9577362267	0.8745793694	0.9142708243	0.9581858315	0.9587847975	0.9584852209	3	1	1	3	1	1	0.67	1.00	1.00	0.67	1.00	1.00	0.67	1.00	1.00
																												
																												
Genus level;no error simulation;LC;50000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8406689408	0.4376868096	0.5756608933	0.5239132086	0.6633222208	0.5854327868																					
BMP	SILVA	0.9116595276	0.4858225833	0.6338611183	0.8716085594	0.5666551096	0.6868023638	0.8761642342	0.4617546965	0.6047610058	0.697760884	0.6149886652	0.6361175753	5	5	5	7	7	7	0.33	0.33	0.33	0.00	0.00	0.00	0.17	0.17	0.17
kraken	MiniKraken DB	1	0.5556	0.7143224479	0.9859046269	0.9586205498	0.9720711738	1	0.5556	0.7143224479	0.9859046269	0.9586205498	0.9720711738	1	3	2	2	2	1	1.00	0.67	0.83	0.83	0.83	1.00	0.92	0.75	0.92
mothur	SILVA	0.918179526	0.4546854515	0.6081921808	0.9211868336	0.4971643036	0.6457938357																					
mothur	Greengenes	0.5376050372	0.7734887594	0.6343275429	0.5743568152	0.841744609	0.6828066755	0.7278922816	0.6140871055	0.6212598619	0.7477718244	0.6694544563	0.6643002556	7	1	4	4	4	4	0.00	1.00	0.50	0.50	0.50	0.50	0.25	0.75	0.50
One Codex	RefSeq 65	0.9888376052	0.6083086651	0.7532415719	0.9861045448	0.9726096829	0.9793106264																					
One Codex	One Codex 28k	0.9875855541	0.5462655309	0.703437188	0.9929215948	0.8836516594	0.9351053181																					
One Codex	SILVA	0.9790908489	0.2978222365	0.4567186752	1	0.285	0.4435797665	0.9851713361	0.4841321442	0.637799145	0.9930087132	0.7137537808	0.7859985703	2	4	3	1	3	3	0.83	0.50	0.67	1.00	0.67	0.67	0.92	0.58	0.67
QIIME UCLUST	Greengenes	0.8641197322	0.4210683442	0.5662260201	0.5500641849	0.7012651854	0.6165297031																					
QIIME UCLUST	SILVA	0.9233213984	0.4772112945	0.6292168716	0.8650909321	0.5969131214	0.7064058781	0.8937205653	0.4491398194	0.5977214459	0.7075775585	0.6490891534	0.6614677906	4	7	7	5	5	5	0.50	0.00	0.00	0.33	0.33	0.33	0.42	0.17	0.17
QIIME SortMeRna SUMACLUST	SILVA	0.8977942612	0.4853530877	0.6300806882	0.8599464483	0.5992668042	0.7063222034																					
QIIME SortMeRna SUMACLUST	Greengenes	0.8077489567	0.4358181939	0.5661643462	0.5459209085	0.6901089215	0.6096048497	0.852771609	0.4605856408	0.5981225172	0.7029336784	0.6446878629	0.6579635266	6	6	6	6	6	6	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17
CLARK	RefSeq Bacteria	0.9548424662	0.6073162703	0.7424230992	0.9718596477	0.9722193662	0.9720394737	0.9548424662	0.6073162703	0.7424230992	0.9718596477	0.9722193662	0.9720394737	3	2	1	3	1	2	0.67	0.83	1.00	0.67	1.00	0.83	0.67	0.92	0.92
																												
																												
Genus level;no error simulation;MC;50000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9612064174	0.5299368782	0.6832056043	0.5040408732	0.479004208	0.4912037177																					
BMP	SILVA	0.980320299	0.5408082809	0.6970684039	0.9646114665	0.6674111259	0.7889503833	0.9707633582	0.5353725796	0.6901370041	0.7343261699	0.573207667	0.6400770505	5	7	6	7	7	7	0.33	0.00	0.17	0.00	0.00	0.00	0.17	0.00	0.08
kraken	MiniKraken DB	1	0.5608	0.7186058432	0.9962915679	0.9868920248	0.9915695212	1	0.5608	0.7186058432	0.9962915679	0.9868920248	0.9915695212	1	5	4	2	2	2	1.00	0.33	0.50	0.83	0.83	0.83	0.92	0.58	0.67
mothur	SILVA	0.974192586	0.5297720451	0.6863193295	0.9782387561	0.5450699379	0.7000662966																					
mothur	Greengenes	0.5543864044	0.9266471245	0.6937325287	0.5648054911	0.9535440447	0.7094109752	0.7642894952	0.7282095848	0.6900259291	0.7715221236	0.7493069913	0.7047386359	7	3	7	6	4	4	0.00	0.67	0.00	0.17	0.50	0.50	0.08	0.58	0.25
One Codex	RefSeq 65	0.9964278283	0.5758061607	0.7298522818	0.9962714392	0.9923115527	0.9942875533																					
One Codex	One Codex 28k	0.9963130011	0.5578090867	0.7151979238	0.9979716444	0.9662338183	0.9818463199																					
One Codex	SILVA	0.9963241368	0.4833203102	0.6508910864	1	0.48344	0.6517823437	0.9963549887	0.5389785192	0.6986470973	0.9980810279	0.8139951237	0.8759720723	2	6	5	1	3	3	0.83	0.17	0.33	1.00	0.67	0.67	0.92	0.42	0.50
QIIME UCLUST	Greengenes	0.965485702	0.73670382	0.8357201071	0.6032308761	0.421648273	0.4963536576																					
QIIME UCLUST	SILVA	0.98835324	0.7378603563	0.8449321398	0.9705164753	0.7735404896	0.8609051248	0.976919471	0.7372820882	0.8403261235	0.7868736757	0.5975943813	0.6786293912	4	2	1	4	6	6	0.50	0.83	1.00	0.50	0.17	0.17	0.50	0.50	0.58
QIIME SortMeRna SUMACLUST	SILVA	0.9827530539	0.7399866286	0.8442646634	0.9714895367	0.7729234419	0.8609051248																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9584650839	0.738245614	0.8340639866	0.6018905654	0.423943662	0.4974832845	0.9706090689	0.7391161213	0.839164325	0.7866900511	0.598433552	0.6791942047	6	1	2	5	5	5	0.17	1.00	0.83	0.33	0.33	0.33	0.25	0.67	0.58
CLARK	RefSeq Bacteria	0.9853891057	0.5754281219	0.7265688672	0.9918979382	0.9922779144	0.9920878899	0.9853891057	0.5754281219	0.7265688672	0.9918979382	0.9922779144	0.9920878899	3	4	3	3	1	1	0.67	0.50	0.67	0.67	1.00	1.00	0.67	0.75	0.83
																												

Genus level;no error simulation;HC;50000 reads
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8421799267	0.6380653829	0.726049735	0.8197317898	0.6544876341	0.7278486649																					
BMP	SILVA	0.8559834046	0.7427215047	0.7953403766	0.8657326877	0.8316022399	0.8483243119	0.8490816657	0.6903934438	0.7606950558	0.8427322388	0.743044937	0.7880864884	7	4	6	6	6	7	0.00	0.50	0.17	0.17	0.17	0.00	0.08	0.33	0.08
kraken	MiniKraken DB	1	0.78658	0.8805427129	0.9803318992	0.9425945549	0.9610929302	1	0.78658	0.8805427129	0.9803318992	0.9425945549	0.9610929302	1	2	2	2	2	1	1.00	0.83	0.83	0.83	0.83	1.00	0.92	0.83	0.92
mothur	SILVA	0.9152500078	0.6205613011	0.7396334854	0.9224634948	0.7266245066	0.8129154796																					
mothur	Greengenes	0.8192894967	0.7417267861	0.7785811999	0.8445069254	0.8472013502	0.8458519921	0.8672697523	0.6811440436	0.7591073427	0.8834852101	0.7869129284	0.8293837359	6	6	7	4	4	3	0.17	0.17	0.00	0.50	0.50	0.67	0.33	0.33	0.33
One Codex	RefSeq 65	0.9891883132	0.8625966527	0.9215654556	0.980709668	0.96142403	0.9709710946																					
One Codex	One Codex 28k	0.98799455	0.7758867825	0.8691876244	0.9889287422	0.8348709046	0.9053931281																					
One Codex	SILVA	0.9762170716	0.4238315585	0.5910531877	1	0.4011	0.5725501392	0.9844666449	0.6874383312	0.7939354226	0.9898794701	0.7324649782	0.8163047873	2	5	3	1	7	5	0.83	0.33	0.67	1.00	0.00	0.33	0.92	0.17	0.50
QIIME UCLUST	Greengenes	0.853222138	0.6230070859	0.720163819	0.8542114844	0.6926689627	0.765005187																					
QIIME UCLUST	SILVA	0.9368099535	0.7001989737	0.8014047536	0.8664732474	0.8743390146	0.8703883605	0.8950160458	0.6616030298	0.7607842863	0.8603423659	0.7835039887	0.8176967738	4	7	5	5	5	4	0.50	0.00	0.33	0.33	0.33	0.50	0.42	0.17	0.42
